fiscal_year,grant_id,provider_name,provider_name_latest,responses_total,q1_1,q1_2,q1_3,q1_4,q1_5,top_2_count,top_2_pct
2017,C15-CA-514B,"WestCare California, Inc.","WestCare California, Inc.",21,3,1,4,6,7,13,61.9
2017,C15-CA-601A,Vietnam Veterans of San Diego,Vietnam Veterans of San Diego,22,3,0,4,4,11,15,68.2
2017,C15-CA-601B,"Interfaith Community Services, Inc.","Interfaith Community Services, Inc.",24,0,0,4,2,18,20,83.3
2017,C15-CA-602B,Volunteers of America of Los Angeles Inc,Volunteers of America of Los Angeles Inc,16,3,2,3,2,6,8,50.0
2017,C15-CA-604A,California Veterans Assistance Foundation Inc,California Veterans Assistance Foundation Inc.,3,0,1,1,1,0,1,33.3
2017,C15-CA-606A,United States Veterans Initiative (U.S.VETS-Long Beach),United States Veterans Initiative (U.S.VETS-Long Beach),1,0,0,0,0,1,1,100.0
2017,C15-CA-608A,United States Veterans Initiative,United States Veterans Initiative,4,0,0,0,0,4,4,100.0
2017,C15-CA-608B,Lighthouse Treatment Center,Lighthouse Treatment Center,7,0,1,0,1,5,6,85.7
2017,C15-CA-609A,United States Veterans Initiative,United States Veterans Initiative,6,0,0,1,2,3,5,83.3
2017,C15-CA-614A,"Community Action Partnership of San Luis Obispo County, Inc.","Community Action Partnership of San Luis Obispo County, Inc.",26,2,2,1,3,18,21,80.8
2017,C15-CA-614B,Good Samaritan Shelter,Good Samaritan Shelter,2,0,0,0,0,2,2,100.0
2017,C15-CO-503A,"Volunteers of America Colorado Branch, Inc.","Volunteers of America Colorado Branch, Inc.",13,2,2,2,3,4,7,53.8
2017,C15-CO-504A,Denver Options Inc. dba Rocky Mountain Human Services,Denver Options Inc. dba Rocky Mountain Human Services,23,2,2,7,8,4,12,52.2
2017,C15-FL-501B,Tampa CrossRoads,Tampa CrossRoads,38,4,1,4,11,18,29,76.3
2017,C15-FL-502A,Society of St Vincent de Paul South Pinellas Inc,Society of St Vincent de Paul South Pinellas Inc,30,1,1,3,2,23,25,83.3
2017,C15-FL-504A,Salvation Army  a Georgia Corporation,Salvation Army  a Georgia Corporation,3,0,0,0,1,2,3,100.0
2017,C15-FL-507A,"Homeless Services Network of Central Florida, Inc.",Homeless Services Network of Central Florida Inc,14,0,2,1,4,7,11,78.6
2017,C15-FL-510A,Changing Homelessness,Changing Homelessness,9,0,1,0,2,6,8,88.9
2017,C15-FL-513A,"Volunteers of America of Florida, Inc.","Volunteers of America of Florida, Inc.",17,0,1,4,2,10,12,70.6
2017,C15-FL-600A,"Carrfour Supportive Housing, Inc.","Carrfour Supportive Housing, Inc.",25,1,1,5,9,9,18,72.0
2017,C15-GA-500A,"Project Community Connections, Inc.","Project Community Connections, Inc.",8,1,0,0,0,7,7,87.5
2017,C15-GA-500B,"Travelers Aid of Metropolitan Atlanta, Inc.",Travelers Aid of Metropolitan Atlanta Inc.,14,0,1,1,3,9,12,85.7
2017,C15-GA-508A,"Project Community Connections, Inc.","Project Community Connections, Inc.",7,0,1,0,2,4,6,85.7
2017,C15-GA-508B,"Travelers Aid of Metropolitan Atlanta, Inc.","Travelers Aid of Metropolitan Atlanta, Inc.",6,0,2,1,3,0,3,50.0
2017,C15-HI-501A,United States Veterans Initiative,United States Veterans Initiative,17,1,1,3,3,9,12,70.6
2017,C15-HI-501B,Catholic Charities Hawaii,Catholic Charities Hawaii,6,0,0,1,3,2,5,83.3
2017,C15-IL-511A,Catholic Charities of the Archdiocese of Chicago,Catholic Charities of the Archdiocese of Chicago,4,0,0,0,1,3,4,100.0
2017,C15-IN-503A,"United Way of Central Indiana, Inc.","United Way of Central Indiana, Inc.",16,0,2,2,3,9,12,75.0
2017,C15-KS-501A,ReStart  Inc.,ReStart  Inc.,21,2,2,0,3,14,17,81.0
2017,C15-KS-501B,"Salvation Army, an Illinois Corporation","Salvation Army, an Illinois Corporation",2,0,0,0,1,1,2,100.0
2017,C15-KY-501A,"Volunteers of America Mid-States, Inc.","Volunteers of America Mid-States, Inc.",11,0,0,3,2,6,8,72.7
2017,C15-MA-500A,New England Center and Home for Veterans,Vietnam Veterans Workshop Inc.,12,1,1,2,2,6,8,66.7
2017,C15-MA-506A,"Veterans, Inc.",Veterans Inc.,10,1,1,1,1,6,7,70.0
2017,C15-MI-501A,Volunteers of America Michigan Inc.,Volunteers of America Michigan Inc.,13,1,2,2,2,6,8,61.5
2017,C15-MN-500A,Minnesota Assistance Council for Veterans,Minnesota Assistance Council for Veterans,2,0,0,1,0,1,1,50.0
2017,C15-MO-604A,"Salvation Army, an Illinois Corporation","Salvation Army, an Illinois Corporation",9,1,1,0,2,5,7,77.8
2017,C15-MO-604B,"ReStart, Inc.","ReStart, Inc.",22,0,0,1,6,15,21,95.5
2017,C15-NC-501A,Homeward Bound of Western North Carolina,Homeward Bound of Western North Carolina,14,2,2,0,2,8,10,71.4
2017,C15-NC-507A,"Volunteers of America of the Carolinas, Inc.",Volunteers of America of the Carolinas Inc.,20,0,0,1,5,14,19,95.0
2017,C15-NC-511B,"Family Endeavors, Inc.",Family Endeavors Inc.,27,2,1,6,9,9,18,66.7
2017,C15-NV-500B,U.S.VETS  Las Vegas,United States Veterans Initiative,16,1,1,1,4,9,13,81.3
2017,C15-NY-600A,"Services for the UnderServed, Inc.","Services for the UnderServed, Inc.",8,0,0,0,1,7,8,100.0
2017,C15-NY-600B,HELP Social Service Corporation,HELP Social Service Corporation,9,3,0,0,2,4,6,66.7
2017,C15-NY-603A,"Services for the UnderServed, Inc.","Services for the UnderServed, Inc.",8,2,1,1,2,2,4,50.0
2017,C15-OH-500A,Ohio Valley Goodwill Industries,Ohio Valley Goodwill Industries Rehabilitation Center Inc.,2,0,0,0,1,1,2,100.0
2017,C15-OH-500B,"Talbert House, Inc.",Talbert House Inc.,2,0,1,0,1,0,1,50.0
2017,C15-OH-502B,Volunteers of America of Greater Ohio,Volunteers of America of Greater Ohio,7,1,0,0,3,3,6,85.7
2017,C15-OH-505A,Volunteers of America of Greater Ohio,Volunteers of America of Greater Ohio,6,0,0,1,2,3,5,83.3
2017,C15-OR-500A,"St. Vincent de Paul Society of Lane County, Inc.",St. Vincent de Paul Society of Lane County Inc.,12,1,2,1,1,7,8,66.7
2017,C15-OR-501A,"Transition Projects, Inc.","Transition Projects, Inc.",21,0,4,4,1,12,13,61.9
2017,C15-PA-500A,Impact Services Corporation,Impact Services Corporation,11,1,0,2,2,6,8,72.7
2017,C15-PR-503A,"Casa del Peregrino Aguadilla, Inc.","Casa del Peregrino Aguadilla, Inc.",1,0,0,1,0,0,0,0.0
2017,C15-SC-503A,"Eastern Carolina Homeless Organization, Inc.","Eastern Carolina Homeless Organization, Inc.",5,0,1,1,1,2,3,60.0
2017,C15-TN-504A,Centerstone of Tennessee Inc.,Centerstone of Tennessee Inc.,11,1,0,2,0,8,8,72.7
2017,C15-TX-503A,Front Steps Inc.,Front Steps Inc.,16,1,3,2,2,8,10,62.5
2017,C15-TX-601A,"Family Endeavors, Inc.",Family Endeavors Inc.,35,2,3,6,7,17,24,68.6
2017,C15-TX-603A,"American GI Forum National Veterans Outreach Program, Inc.","American GI Forum National Veterans Outreach Program, Inc.",16,0,5,2,3,6,9,56.3
2017,C15-WA-500A,Community Psychiatric Clinic,Community Psychiatric Clinic,15,0,1,4,1,9,10,66.7
2017,C15-WA-502A,Goodwill Industries of the Inland Northwest,Goodwill Industries of the Inland Northwest,8,0,1,0,0,7,7,87.5
2017,C15-WA-503A,Catholic Community Services of Western Washington,Catholic Community Services of Western Washington,15,1,2,1,5,6,11,73.3
2017,C15-WA-503B,Metropolitan Development Council,Metropolitan Development Council,5,0,2,0,0,3,3,60.0
2017,C15-WI-501A,"Center for Veterans Issues, Ltd.",Center for Veterans Issues Ltd.,10,1,1,2,2,4,6,60.0
2017,C2015-CA-500B,Sunnyvale Community Services,Sunnyvale Community Services,5,1,0,1,1,2,3,60.0
2017,C2015-CA-504A,"Vietnam Veterans of California, Inc. (Sacramento Veterans Resource)","Vietnam Veterans of California, Inc. (Sacramento Veterans Resource)",7,0,2,1,2,2,4,57.1
2017,C2015-CA-508A,"Vietnam Veterans of California, Inc. (Sacramento Veterans Resource)","Vietnam Veterans of California, Inc. (Sacramento Veterans Resource)",2,0,0,0,1,1,2,100.0
2017,C2015-CA-600A,"Volunteers of America of Los Angeles, Inc.",Volunteers of America of Los Angeles Inc.,21,2,0,2,7,10,17,81.0
2017,C2015-CA-600B,"New Directions, Inc.","New Directions, Inc.",20,4,2,3,1,10,11,55.0
2017,C2015-CA-600E,Mental Health America of Los Angeles,Mental Health America of Los Angeles,11,2,3,1,4,1,5,45.5
2017,C2015-CA-600H,"Salvation Army, a California Corporation","Salvation Army, a California Corporation",40,1,1,5,10,23,33,82.5
2017,C2015-CA-601B,Volunteers of America Southwest California Inc.,Volunteers of America Southwest California Inc.,7,0,0,0,1,6,7,100.0
2017,C2015-CA-601D,Community Catalysts of California,Community Catalysts of California,8,2,1,2,3,0,3,37.5
2017,C2015-DC-500B,Friendship Place,Friendship Place,2,0,0,0,1,1,2,100.0
2017,C2015-FL-519A,Society of St Vincent de Paul South Pinellas Inc,Society of St Vincent de Paul South Pinellas Inc,16,0,0,2,1,13,14,87.5
2017,C2015-IL-510C,Volunteers of America of Illinois,Volunteers of America of Illinois,1,0,0,1,0,0,0,0.0
2017,C2015-MT-500B,Volunteers of America Northern Rockies,Volunteers of America Northern Rockies,52,1,1,5,7,38,45,86.5
2017,C2015-NV-500D,HELP Social Service Corporation,HELP Social Service Corporation,26,0,0,1,4,21,25,96.2
2017,C2015-NV-500E,U.S.VETS  Las Vegas,United States Veterans Initiative (dba U.S. VETS - Las Vegas),11,1,1,0,3,6,9,81.8
2017,C2015-OR-502B,Access,Access,14,0,2,4,2,6,8,57.1
2017,C2015-OR-505A,Community Action Partnership of Oregon (CAPO),Community Action Partnership of Oregon (CAPO),15,2,0,2,4,7,11,73.3
2017,C2015-SC-502B,One-Eighty Place (formerly Crisis Ministries),One-Eighty Place (formerly Crisis Ministries),12,1,0,2,4,5,9,75.0
2017,C2015-TX-607B,Volunteers of America,Volunteers of America Texas,6,0,0,3,1,2,3,50.0
2017,C2015-TX-607G,Lubbock Regional Mental Health Mental Retardation Center (dba StarCare Specialty Health System),Lubbock Regional Mental Health Mental Retardation Center (dba StarCare Specialty Health System),3,0,0,1,0,2,2,66.7
2017,C2015-TX-607H,"Family Endeavors, Inc.",Family Endeavors Inc.,39,1,4,4,8,22,30,76.9
2017,C2015-WA-501E,Metropolitan Development Council,Metropolitan Development Council,20,1,1,1,4,13,17,85.0
2016,12-AK-001,Catholic Social Services,Catholic Social Services,2,0,0,0,1,1,2,100.0
2016,12-AL-002,Housing First  Inc.,Housing First Inc,11,2,2,1,3,3,6,54.5
2016,12-AZ-003,United Methodist Outreach Ministries,United Methodist Outreach Ministries,8,1,0,2,1,4,5,62.5
2016,12-AZ-004,Primavera Foundation,Primavera Foundation,5,0,0,0,2,3,5,100.0
2016,12-CA-006,Volunteers of America of Los Angeles  Inc.,"Volunteers of America of Los Angeles, Inc.",9,1,0,1,0,7,7,77.8
2016,12-CA-007,New Directions  Inc.,New Directions Inc.,1,0,0,0,0,1,1,100.0
2016,12-CA-011,WestCare California  Inc.,WestCare California Inc.,5,0,0,1,1,3,4,80.0
2016,12-CA-013,Goodwill Industries of Santa Clara County,Goodwill of Silicon Valley (dba Goodwill Industries of Santa Clara County),2,0,0,1,1,0,1,50.0
2016,12-CA-014,PATH (People Assisting the Homeless),People Assisting The Homeless,2,0,0,0,0,2,2,100.0
2016,12-CA-015,InnVision Shelter Network (formerly Shelter Network of San Mateo),Lifemoves,19,2,1,4,5,7,12,63.2
2016,12-CA-016,"Shelter, Inc. of Contra Costa County",Shelter Inc of Contra Costa County,9,1,1,0,3,4,7,77.8
2016,12-CA-017,Salvation Army  a California Corporation,The Salvation Army a California Corporation,10,1,1,3,2,3,5,50.0
2016,12-CA-018,"Volunteers of America of Greater Sacramento and Northern Nevada, Inc.",Volunteers of America of Greater Sacramento and Northern Nevada Inc,11,0,0,1,3,7,10,90.9
2016,12-CA-019,Community Catalysts of California,Community Catalysts of California,15,0,4,3,3,5,8,53.3
2016,12-CT-021,Community Renewal Team  Inc.,Community Renewal Team Inc,6,1,0,2,1,2,3,50.0
2016,12-FL-023,Homeless Services Network of Central Florida  Inc.,"Homeless Services Network of Central Florida, Inc.",1,0,0,0,0,1,1,100.0
2016,12-FL-024,Advocate Program  Inc.,Advocate Program Inc,17,2,0,1,4,10,14,82.4
2016,12-FL-025,Carrfour Supportive Housing  Inc.,Purpose Built Families Foundation,31,0,4,7,5,15,20,64.5
2016,12-GA-029,Central Savannah River Area Economic Opportunity Authority  Inc. (CSRA EOA),Central Savannah River Area Economic Opportunity Authority Inc (CSRA EOA),3,0,0,0,1,2,3,100.0
2016,12-HI-030,Catholic Charities Hawaii,Catholic Charities Hawaii,3,0,0,1,0,2,2,66.7
2016,12-ID-032,El-Ada  Inc.,El-Ada Inc,1,0,0,0,1,0,1,100.0
2016,12-IL-033,Thresholds,Thresholds,2,0,0,1,0,1,1,50.0
2016,12-IN-035,United Way of Central Indiana  Inc.,United Way of Central Indiana Inc.,14,1,0,1,1,11,12,85.7
2016,12-LA-038,Volunteers of America of Greater New Orleans,Volunteers of America of Greater New Orleans,13,1,0,2,9,1,10,76.9
2016,12-LA-039,Wellspring Alliance for Families  Inc.,Wellspring Alliance for Families Inc.,1,0,0,0,0,1,1,100.0
2016,12-MA-040,Volunteers of America of Massachusetts  Inc.,Volunteers of America of Massachusetts Inc,9,3,1,1,1,3,4,44.4
2016,12-MD-042,Alliance  Inc.,Alliance Inc,2,0,1,0,0,1,1,50.0
2016,12-ME-043,Preble Street,Preble Street,8,1,0,1,4,2,6,75.0
2016,12-MI-044,Wayne Metropolitan Community Action Agency,Wayne Metropolitan Community Action Agency,3,0,0,0,1,2,3,100.0
2016,12-MI-045,Southwest Counseling Solutions,Southwest Counseling Solutions,11,0,0,1,3,7,10,90.9
2016,12-MN-046,Minnesota Assistance Council for Veterans,Minnesota Assistance Council for Veterans,5,0,0,0,2,3,5,100.0
2016,12-NC-049,United Way of Forsyth County  Inc.,United Way of Forsyth County Inc.,15,2,1,4,2,6,8,53.3
2016,12-NC-050,Passage Home Inc.,Passage Home Inc,1,1,0,0,0,0,0,0.0
2016,12-ND-051,North Dakota Coalition of Homeless People  Inc.,Community Action Partnership of North Dakota,4,0,1,1,0,2,2,50.0
2016,12-NE-052,Central Nebraska Community Action,Central Nebraska Community Action,1,0,0,0,1,0,1,100.0
2016,12-NJ-053,Catholic Charities Dioceses of Camden  Inc.,Catholic Charities Dioceses of Camden Inc,3,0,1,0,1,1,2,66.7
2016,12-NM-055,Goodwill Industries of New Mexico,Goodwill Industries of New Mexico,19,2,2,2,2,11,13,68.4
2016,12-NY-060,HELP Social Service Corporation,HELP Social Service Corporation,2,0,0,0,0,2,2,100.0
2016,12-NY-061,Samaritan Village  Inc.,Samaritan Daytop Village Inc.,6,3,0,1,0,2,2,33.3
2016,12-NY-063,Westchester Community Opportunity Program  Inc. (WestCOP),Westchester Community Opportunity Program Inc. (WestCOP),9,0,2,1,4,2,6,66.7
2016,12-OH-064,FrontLine,Mental Health Services for Homeless Persons Inc  dba  FrontLine Service ,12,0,0,0,6,6,12,100.0
2016,12-OK-065,Community Service Council of Greater Tulsa  Inc.,Community Service Council of Greater Tulsa Inc.,5,1,0,1,0,3,3,60.0
2016,12-OR-066,St. Vincent de Paul Society of Lane County  Inc.,St. Vincent de Paul Society of Lane County Inc.,9,0,0,1,2,6,8,88.9
2016,12-PA-067,Project H.O.M.E.,Project H.O.M.E.,11,0,1,0,4,6,10,90.9
2016,12-SC-069,One-Eighty Place (formerly Crisis Ministries),One-Eighty Place (formerly Crisis Ministries),13,0,1,2,7,3,10,76.9
2016,12-TX-071,Families in Crisis  Inc.,Families in Crisis Inc,3,0,1,0,0,2,2,66.7
2016,12-TX-072,Caritas of Austin,Caritas of Austin,6,1,0,2,2,1,3,50.0
2016,12-TX-075,Catholic Charities Diocese of Fort Worth  Inc.,Catholic Charities Diocese of Fort Worth Inc.,6,1,0,1,4,0,4,66.7
2016,12-TX-076,"Career and Recovery Resources, Inc.",Career And Recovery Resources Inc,12,0,0,6,5,1,6,50.0
2016,12-VA-077,Virginia Supportive Housing,Virginia Supportive Housing,15,2,1,1,5,6,11,73.3
2016,12-WA-078,Community Psychiatric Clinic,Community Psychiatric Clinic,7,0,0,0,1,6,7,100.0
2016,12-WA-079,Opportunity Council,Opportunity Council,1,0,0,1,0,0,0,0.0
2016,12-WI-080,Center for Veterans Issues  Ltd.,Center for Veterans Issues Ltd.,10,0,1,1,2,6,8,80.0
2016,12-WV-081,Roark-Sullivan Lifeway Center  Inc.,Roark-Sullivan Lifeway Center  Inc.,1,0,0,0,0,1,1,100.0
2016,12-ZZ-020,Rocky Mountain Human Services (dba Denver Options  Inc.),"Rocky Mountain Human Services (dba Denver Options, Inc.)",22,1,7,1,7,6,13,59.1
2016,12-ZZ-031,Humility of Mary Shelter  Inc.,Humility of Mary Shelter Inc,4,0,0,0,2,2,4,100.0
2016,12-ZZ-041,Veterans  Inc.,Veterans Inc,13,1,0,1,1,10,11,84.6
2016,12-ZZ-070,Centerstone of Tennessee,Centerstone of Tennessee Inc.,3,0,0,0,0,3,3,100.0
2016,13-AR-086,St. Francis House  Inc.,"St. Francis House, Inc.",13,0,2,0,3,8,11,84.6
2016,13-AZ-087,American National Red Cross Southern Arizona Chapter,American National Red Cross Southern Arizona Chapter,16,0,1,3,3,9,12,75.0
2016,13-CA-090,"California Veterans Assistance Foundation, Inc.",California Veterans Assistance Foundation Inc,1,0,0,0,1,0,1,100.0
2016,13-CT-093,"The Workplace, Inc.",The Workplace Inc,10,0,2,1,2,5,7,70.0
2016,13-DE-095,"Connections Community Support Programs, Inc.",Connections Community Support Programs Inc.,4,0,1,1,0,2,2,50.0
2016,13-FL-096,Faith  Hope  Love  Charity  Inc.,Faith Hope Love Charity Inc,4,1,0,1,2,0,2,50.0
2016,13-FL-098,"Salvation Army, a Georgia Corporation",Salvation Army a Georgia Corporation,5,0,0,0,1,4,5,100.0
2016,13-GA-101,Action Ministries  Inc.,Action Ministries Inc.,3,0,0,0,1,2,3,100.0
2016,13-GA-102,"Decatur Cooperative Ministry, Inc.",Decatur Cooperative Ministry Inc.,7,3,0,1,2,1,3,42.9
2016,13-IA-103,Primary Health Care  Inc.,Primary Health Care Inc,5,0,0,0,1,4,5,100.0
2016,13-IL-104,Salvation Army  an Illinois Corporation,The Salvation Army an Illinois Corporation,8,1,1,1,1,4,5,62.5
2016,13-IL-105,Heartland Human Care Services  Inc.,Heartland Human Care Services Inc,10,2,1,2,1,4,5,50.0
2016,13-IN-106,Community Action of Northeast Indiana,Community Action of Northeast Indiana Inc (dba Brightpoint) ,4,0,0,2,2,0,2,50.0
2016,13-MD-107,Three Oaks Homeless Shelter  Inc.,Three Oaks Homeless Shelter Inc,11,0,1,3,4,3,7,63.6
2016,13-MI-108,Northwest Michigan Community Action Agency  Inc.,Northwest Michigan Community Action Agency Inc,1,0,0,0,0,1,1,100.0
2016,13-MO-047,Welcome Home  Inc.,Welcome Home Inc.,5,0,1,0,1,3,4,80.0
2016,13-MO-110,Catholic Charities of Kansas City - St Joseph  Inc.,Catholic Charities of Kansas City - St Joseph Inc,1,0,1,0,0,0,0,0.0
2016,13-MS-111,Region XII Commission on Mental Health,Region XII Commission on Mental Health & Retardation (dba Pine Belt Mental Health),6,0,0,0,1,5,6,100.0
2016,13-NC-114,Asheville Buncombe Community Christian Ministry,Asheville-Buncombe Community Christian Ministry Inc.,1,0,0,0,0,1,1,100.0
2016,13-NV-117,Vietnam Veterans of California  Inc. (Sacramento Veterans Resource),Vietnam Veterans of California Inc (Sacramento Veterans Resource),15,2,1,1,3,8,11,73.3
2016,13-NV-118,Salvation Army  a California Corporation,The Salvation Army a California Corporation,15,1,1,1,6,6,12,80.0
2016,13-NY-119,Catholic Charities of the Roman Catholic Diocese of Syracuse NY,Catholic Charities of the Roman Catholic Diocese of Syracuse NY,7,0,0,1,2,4,6,85.7
2016,13-NY-120,Institute for Community Living  Inc.,Institute for Community Living  Inc.,2,0,0,2,0,0,0,0.0
2016,13-NY-121,Soldier On of Delaware  Inc.,Soldier On of Delaware Inc,6,0,0,2,2,2,4,66.7
2016,13-NY-122,Hudson River Housing  Inc.,Hudson River Housing  Inc.,5,0,0,1,1,3,4,80.0
2016,13-OH-123,Ohio Valley Goodwill Industries Rehabilitation Center  Inc.,"Ohio Valley Goodwill Industries Rehabilitation Center, Inc.",4,0,0,0,0,4,4,100.0
2016,13-OH-124,Maumee Valley Guidance Center,Maumee Valley Guidance Center Inc.,4,0,0,0,1,3,4,100.0
2016,13-OR-125,"Community Action Team, Inc.",Community Action Team Inc,3,0,0,0,1,2,3,100.0
2016,13-OR-126,Central Oregon Veterans Outreach,Central Oregon Veterans Outreach,1,0,0,0,0,1,1,100.0
2016,13-PA-129,"Veterans Leadership Program of Western Pennsylvania, Inc.",Veterans Leadership Program of Western Pennsylvania Inc,14,0,0,0,5,9,14,100.0
2016,13-PA-130,Opportunity House,Opportunity House,3,0,0,0,0,3,3,100.0
2016,13-PA-131,Lehigh Valley Center for Independent Living  Inc.,Lehigh Valley Center for Independent Living Inc.,1,0,0,0,0,1,1,100.0
2016,13-PR-132,"Casa del Peregrino Aguadilla, Inc.","Casa del Peregrino Aguadilla, Inc.",6,1,0,1,2,2,4,66.7
2016,13-SD-136,Cornerstone Rescue Mission,Cornerstone Rescue Mission,6,0,0,1,0,5,5,83.3
2016,13-TX-140,Salvation Army  a Georgia Corporation,The Salvation Army,12,0,0,1,1,10,11,91.7
2016,13-TX-142,Goodwill Industries of Houston  Inc.,Goodwill Industries of Houston Inc.,43,8,5,12,7,11,18,41.9
2016,13-VA-144,Volunteers of America Chesapeake,Volunteers of America Chesapeake,4,0,1,0,2,1,3,75.0
2016,13-WA-146,Catholic Community Services of Western Washington,Catholic Community Services of Western Washington,5,0,1,1,2,1,3,60.0
2016,13-WA-148,YWCA of Seattle - King County - Snohomish County,YWCA of Seattle - King County - Snohomish County,4,0,2,0,0,2,2,50.0
2016,13-WI-150,Veterans Assistance Foundation  Inc.,"Veterans Assistance Foundation, Inc.",5,0,1,0,1,3,4,80.0
2016,13-WI-151,Community Action Coalition for South Central Wisconsin  Inc.,Community Action Coalition for South Central Wisconsin Inc.,1,0,0,0,0,1,1,100.0
2016,13-ZZ-092,Volunteers of America Colorado Branch  Inc.,Volunteers of America Colorado Branch Inc.,33,2,5,6,4,16,20,60.6
2016,13-ZZ-094,Friendship Place,Friendship Place,12,1,2,2,3,4,7,58.3
2016,13-ZZ-133,Operation Stand Down Rhode Island,Operation Stand Down Rhode Island,10,1,0,2,6,1,7,70.0
2016,13-ZZ-134,The Alston Wilkes Society (AWS  Alston Wilkes Veterans Home),The Alston Wilkes Society (AWS Alston Wilkes Veterans Home),15,1,5,1,4,4,8,53.3
2016,13-ZZ-138,Appalachian Regional Coalition on Homelessness (ARCH),Appalachian Regional Coalition on Homelessness (ARCH),18,1,2,3,5,7,12,66.7
2016,13-ZZ-145,University of Vermont and State Agricultural College,University of Vermont and State Agricultural College,4,0,0,0,1,3,4,100.0
2016,13-ZZ-147,Blue Mountain Action Council,Blue Mountain Action Council,9,0,0,2,1,6,7,77.8
2016,14-AK-152,Fairbanks Rescue Mission  Inc.,Fairbanks Rescue Mission Inc.,2,0,0,0,0,2,2,100.0
2016,14-AL-155,Family Endeavors  Inc.,Family Endeavors Inc.,52,3,3,15,12,19,31,59.6
2016,14-AR-156,Seven Hills Homeless Center,Seven Hills Homeless Center,6,0,2,0,2,2,4,66.7
2016,14-AZ-157,National Community Health Partners,National Community Health Partners,33,0,1,5,14,13,27,81.8
2016,14-AZ-158,Vietnam Veterans of California  Inc. (Sacramento Veterans Resource),Vietnam Veterans of California Inc. (Sacramento Veterans Resource),18,2,1,2,3,10,13,72.2
2016,14-AZ-159,United States Veterans Initiative,United States Veterans Initiative,40,4,4,8,9,15,24,60.0
2016,14-AZ-160,Catholic Charities Community Services  Inc.,Catholic Charities Community Services Inc,5,0,0,1,1,3,4,80.0
2016,14-CA-161,Housing Resource Center of Monterey County,Housing Resource Center of Monterey County,2,0,1,0,0,1,1,50.0
2016,14-CA-163,Carrillo Counseling Services  Inc. (DBA New Beginnings),Carrillo Counseling Services Inc (DBA New Beginnings),2,0,0,0,0,2,2,100.0
2016,14-CA-164,East Bay Community Recovery Project,East Bay Community Recovery Project,8,0,0,2,3,3,6,75.0
2016,14-CA-167,East Oakland Community Project,East Oakland Community Project,1,0,1,0,0,0,0,0.0
2016,14-CA-169,Families in Transition of Santa Cruz County  Inc.,Families in Transition of Santa Cruz County Inc,4,0,0,0,2,2,4,100.0
2016,14-CA-170,Knowledge  Education for Your Success  Inc.,Knowledge Education for Your Success Inc,3,0,0,0,0,3,3,100.0
2016,14-CA-171,Lighthouse Treatment Center,Lighthouse Treatment Center,5,0,1,1,1,2,3,60.0
2016,14-CA-173,Vietnam Veterans of San Diego,Vietnam Veterans of San Diego,17,1,2,5,2,7,9,52.9
2016,14-CA-175,Berkeley Food and Housing Project,Berkeley Food and Housing Project,47,0,1,9,12,25,37,78.7
2016,14-CA-176,Volunteers of America of Los Angeles  Inc.,Volunteers of America of Los Angeles Inc,15,1,0,3,5,6,11,73.3
2016,14-CA-177,Catholic Charities of the Diocese of Stockton,Catholic Charities of the Diocese of Stockton,15,0,1,2,0,12,12,80.0
2016,14-CA-324,1736 Family Crisis Center,1736 Family Crisis Center,14,0,4,2,3,5,8,57.1
2016,14-CT-178,Columbus House  Inc.,Columbus House Inc,21,1,0,4,4,12,16,76.2
2016,14-FL-179,Big Bend Homeless Coalition  Inc.,Big Bend Homeless Coalition Inc,14,0,0,1,6,7,13,92.9
2016,14-FL-180,Clarks House  Inc.,Clarks House  Inc.,6,0,0,0,1,5,6,100.0
2016,14-FL-181,United Way of Broward County,United Way of Broward County,6,0,0,0,1,5,6,100.0
2016,14-FL-182,Community Coalition on Homelessness Corporation,Community Coalition on Homelessness Corporation,3,0,0,1,1,1,2,66.7
2016,14-FL-184,Meridian Behavioral Healthcare  Inc.,Meridian Behavioral Healthcare Inc,13,1,1,0,3,8,11,84.6
2016,14-FL-185,Family Endeavors,Family Endeavors Inc.,1,0,1,0,0,0,0,0.0
2016,14-FL-187,Volunteers of America of Florida  Inc.,"Volunteers of America of Florida, Inc.",4,0,1,0,0,3,3,75.0
2016,14-FL-322,Treasure Coast Homeless Services Council  Inc.,Treasure Coast Homeless Services Council Inc,8,0,1,1,0,6,6,75.0
2016,14-GA-188,Travelers Aid of Metropolitan Atlanta  Inc.,Travelers Aid of Metropolitan Atlanta Inc.,10,1,1,5,2,1,3,30.0
2016,14-GA-189,United Way of Metropolitan Atlanta,United Way of Greater Atlanta Inc,32,4,6,7,7,8,15,46.9
2016,14-HI-190,United States Veterans Initiative (dba U.S. VETS),United States Veterans Initiative (dba U.S. VETS),6,1,0,1,2,2,4,66.7
2016,14-ID-193,South Central Community Action Partnership  Inc.,South Central Community Action Partnership Inc.,7,0,0,0,3,4,7,100.0
2016,14-IL-194,"Featherfist, Inc.",Featherfist Inc,8,0,1,3,1,3,4,50.0
2016,14-IL-196,Midwest Shelter for Homeless Veterans  Inc.,Midwest Shelter for Homeless Veterans Inc,5,1,0,1,1,2,3,60.0
2016,14-IL-197,Chestnut Health Systems  Inc.,Chestnut Health Systems Inc,14,0,0,0,7,7,14,100.0
2016,14-IL-198,Catholic Charities of the Archdiocese of Chicago,Catholic Charities of the Archdiocese of Chicago,2,0,0,1,1,0,1,50.0
